project_id,project_name,project_category,project_type,state,district,river,river_basin,terrain_type,development_type,climate_zone,elevation_m,capacity_mw,number_of_units,unit_capacity_mw,commissioning_year,project_life_years,gross_head_m,net_head_m,design_flow_m3s,minimum_flow_m3s,maximum_flow_m3s,annual_inflow_mcm,catchment_area_km2,reservoir_volume_mcm,dam_type,dam_height_m,dam_length_m,reservoir_area_km2,tunnel_length_km,tunnel_diameter_m,penstock_length_m,penstock_diameter_m,powerhouse_type,powerhouse_area_m2,excavation_volume_m3,turbine_type,turbine_efficiency,generator_efficiency,design_efficiency,number_of_turbines,number_of_generators,transformer_count,transformer_capacity_mva,crane_capacity_t,penstock_sections,project_complexity_score,terrain_complexity_score,civil_complexity_score,hydro_complexity_score,annual_generation_gwh,capacity_factor,plant_load_factor,availability_factor,annual_operating_hours,construction_duration_months,civil_construction_months,dam_construction_months,tunnel_construction_months,powerhouse_construction_months,electromechanical_installation_months,concrete_m3_per_mw,cement_mt_per_mw,reinforcement_steel_mt_per_mw,structural_steel_mt_per_mw,penstock_steel_mt_per_mw,excavation_m3_per_mw,synthetic_generation_version,generation_seed,source_type
HP-136,Koldam Hydro Project Unit-136,Medium Hydro,storage,Bihar,Kaimur,Mandakini,Ganga Basin,Mountainous,Greenfield,Tropical,527.8,81.49,3,27.1633,2013,40,498.0,459.4,20.102,3.907,26.791,609.9,875.3,26.8,Concrete Gravity,56.1,202.1,5.29,5.29,4.43,947.2,5.8,Semi-underground,774.9,2563216.2,Pelton,0.933,0.979,0.913,3,3,3,35.15,138.2,3,4.4,4.7,4.2,4.3,427.11,0.593,59.3,0.923,8085.5,57.8,33.6,22.2,24.5,19.7,15.1,3213.47,1124.71,86.05,22.62,102.41,31454.36,v1.0,42,synthetic
HP-137,Omkareshwar Hydro Project Unit-137,Medium Hydro,storage,Himachal Pradesh,Mandi,Chenab,Indus Basin,Mountainous,Refurbishment,Alpine,2347.8,31.32,4,7.83,2004,50,545.9,521.8,6.934,1.055,9.896,130.33,82.1,40.2,Rockfill,85.9,447.5,6.39,21.74,4.77,212.9,4.36,Semi-underground,409.5,654406.1,Pelton,0.915,0.973,0.89,4,4,4,10.13,40.5,4,3.6,4.6,2.9,3.2,120.13,0.437,43.7,0.927,8120.5,60.0,38.6,25.0,25.6,16.4,13.8,10428.52,3649.98,73.67,18.48,53.98,20894.19,v1.0,42,synthetic
HP-138,Kiru Hydro Project Unit-138,Medium Hydro,run-of-river,Ladakh,Kargil,Ravi,Indus Basin,Mountainous,Greenfield,Tropical,386.0,35.99,3,11.9967,2004,40,149.5,144.4,27.41,4.273,39.296,884.46,721.9,1.3,Trench Intake,25.7,198.9,0.13,16.63,6.92,321.0,5.03,Surface,543.9,862640.1,Francis,0.915,0.971,0.888,3,3,3,15.53,,3,2.6,4.3,1.6,2.0,193.45,0.607,60.7,0.893,7822.7,52.5,31.0,19.0,20.3,13.3,11.3,7040.65,2464.23,79.66,24.85,73.75,23968.88,v1.0,42,synthetic
HP-139,Luhri Hydro Project Unit-139,Medium Hydro,storage,Assam,Karbi Anglong,Kameng,Brahmaputra Basin,Mountainous,Greenfield,Tropical,479.2,38.73,3,12.91,2002,35,253.0,238.2,18.643,3.321,25.03,547.96,746.6,38.6,Earthfill,184.7,893.1,2.79,16.56,4.63,806.0,5.62,Surface,400.0,980025.0,Francis,0.926,0.966,0.895,3,3,3,16.71,44.9,3,4.3,4.7,4.5,3.8,187.93,0.55,55.0,0.911,7980.4,67.8,41.1,24.6,26.0,18.3,17.8,9183.8,3214.33,81.87,27.01,160.81,25304.03,v1.0,42,synthetic
HP-140,Luhri Hydro Project Unit-140,Medium Hydro,storage,Uttarakhand,Pithoragarh,Bhagirathi,Ganga Basin,Plain,Refurbishment,Tropical,362.4,43.4,4,10.85,2019,40,244.9,237.0,19.366,2.783,25.65,620.37,415.0,14.3,Concrete Gravity,226.2,994.4,1.33,5.65,9.38,311.9,7.26,Semi-underground,420.6,1081276.7,Francis,0.935,0.96,0.898,4,4,4,14.04,128.2,4,1.9,1.6,1.4,2.6,175.49,0.458,45.8,0.894,7831.4,57.0,32.5,24.2,22.1,17.1,15.7,6371.44,2230.0,77.7,20.35,82.03,24914.21,v1.0,42,synthetic
HP-141,Koyna Hydro Project Unit-141,Medium Hydro,storage,Goa,North Goa,Kalinadi,West Flowing Rivers,Hilly,Refurbishment,Himalayan Sub-tropical,1861.6,82.22,3,27.4067,2002,50,295.2,274.8,34.422,4.021,43.838,1163.22,1155.6,28.6,Concrete Gravity,40.2,165.9,4.99,7.78,10.8,150.6,7.17,Surface,882.5,2538555.8,Pelton,0.92,0.97,0.892,3,3,3,35.47,294.1,3,3.7,4.8,4.3,2.0,298.67,0.419,41.9,0.908,7954.1,41.4,25.7,17.9,16.9,14.5,11.9,3348.62,1172.02,84.36,20.43,36.85,30875.16,v1.0,42,synthetic
HP-142,Sardar Sarovar Hydro Project Unit-142,Medium Hydro,storage,Andhra Pradesh,Alluri Sitharama Raju,Indravati,Godavari Basin,Mountainous,Greenfield,Alpine,2933.5,40.8,2,20.4,2020,35,350.5,339.9,13.577,2.112,19.129,339.7,501.7,5.9,Concrete Gravity,142.3,800.3,1.02,10.9,4.86,1170.6,4.38,Semi-underground,472.5,1098327.6,Pelton,0.917,0.973,0.892,2,2,2,26.4,70.6,2,2.6,3.8,1.2,2.9,153.95,0.433,43.3,0.862,7551.1,69.5,40.7,25.0,27.2,19.5,18.9,6903.82,2416.34,85.58,22.82,172.2,26919.79,v1.0,42,synthetic
HP-143,Srisailam Hydro Project Unit-143,Medium Hydro,run-of-river,Himachal Pradesh,Kullu,Chenab,Indus Basin,Hilly,Greenfield,Himalayan Sub-tropical,2145.5,67.68,4,16.92,2021,50,347.5,334.0,22.957,2.588,33.978,733.59,1063.2,1.5,Trench Intake,10.8,69.0,0.15,21.84,8.85,709.6,3.76,Semi-underground,1139.1,1868216.5,Pelton,0.91,0.963,0.876,4,4,4,21.9,297.2,4,3.8,3.7,3.6,4.2,283.52,0.478,47.8,0.871,7630.0,48.8,29.4,17.3,19.9,12.4,14.2,5266.05,1843.12,77.73,25.39,66.74,27603.67,v1.0,42,synthetic
HP-144,Rampur Hydro Project Unit-144,Medium Hydro,run-of-river,Bihar,Kaimur,Bhagirathi,Ganga Basin,Hilly,Greenfield,Tropical,186.4,37.34,3,12.4467,2000,50,446.6,412.3,9.746,1.436,14.499,307.2,994.9,1.1,Barrage/Weir,33.3,229.1,0.11,14.39,9.35,806.6,5.39,Underground,662.6,847467.4,Pelton,0.947,0.961,0.91,3,3,3,16.11,134.2,3,4.1,4.4,3.8,4.0,128.34,0.393,39.3,0.915,8015.4,41.1,22.8,14.6,17.6,11.9,10.8,6248.7,2187.05,74.39,23.83,158.32,22695.97,v1.0,42,synthetic
HP-145,Nimo Bazgo Hydro Project Unit-145,Medium Hydro,run-of-river,Kerala,Pathanamthitta,Kabini,Cauvery Basin,Plain,Refurbishment,Himalayan Sub-tropical,1922.2,83.72,2,41.86,2003,35,343.5,332.0,27.125,4.267,37.737,559.25,534.2,1.5,Trench Intake,10.6,39.1,0.15,2.88,4.89,763.7,5.07,Semi-underground,1301.3,2395565.9,Pelton,0.922,0.977,0.901,2,2,2,54.17,294.8,2,2.7,4.1,1.7,2.3,281.35,0.382,38.2,0.913,7997.9,38.2,22.9,16.6,16.4,11.2,8.4,2369.7,829.39,77.99,19.91,75.0,28614.02,v1.0,42,synthetic
HP-146,Bhabha Hydro Project Unit-146,Medium Hydro,run-of-river,Punjab,Pathankot,Jhelum,Indus Basin,Hilly,Greenfield,Himalayan Sub-tropical,1508.3,47.47,2,23.735,2015,35,509.2,477.7,10.965,1.33,14.739,332.31,986.9,1.6,Trench Intake,11.2,43.9,0.16,21.8,6.54,227.4,2.65,Underground,447.4,1188872.7,Pelton,0.928,0.969,0.899,2,2,2,30.72,142.3,2,3.9,4.5,2.5,4.6,178.65,0.433,43.3,0.884,7743.8,57.2,32.9,21.1,18.7,15.8,12.0,6637.66,2323.18,76.15,18.47,34.27,25044.72,v1.0,42,synthetic
HP-147,Allain Duhangan Hydro Project Unit-147,Medium Hydro,storage,Sikkim,North Sikkim,Kopili,Brahmaputra Basin,Mountainous,Greenfield,Tropical,467.3,98.28,2,49.14,2006,35,311.6,291.4,38.05,6.226,56.173,1149.37,725.4,43.0,Rockfill,190.0,692.9,2.49,17.91,10.11,1044.1,7.34,Surface,991.9,3060989.2,Pelton,0.913,0.964,0.88,2,2,2,63.59,260.3,2,2.7,3.7,1.4,3.0,431.82,0.502,50.2,0.905,7927.8,58.9,34.6,24.7,24.0,17.6,13.4,5062.71,1771.95,83.22,24.7,114.38,31145.6,v1.0,42,synthetic
HP-148,Budhil Hydro Project Unit-148,Medium Hydro,run-of-river,Karnataka,Uttara Kannada,Koyna,Krishna Basin,Mountainous,Greenfield,Tropical,516.4,36.79,2,18.395,2009,40,304.6,292.0,14.566,1.947,19.451,348.88,472.6,1.0,Trench Intake,16.5,64.3,0.1,6.68,8.52,527.0,2.91,Semi-underground,483.0,827029.6,Pelton,0.936,0.974,0.912,2,2,2,23.81,237.1,2,2.6,4.6,1.6,1.5,136.96,0.427,42.7,0.89,7796.4,56.9,35.2,21.5,23.1,19.9,17.1,3937.06,1377.97,74.09,17.05,68.54,22479.74,v1.0,42,synthetic
HP-149,Bassu Hydro Project Unit-149,Medium Hydro,run-of-river,West Bengal,Darjeeling,Gandak,Ganga Basin,Mountainous,Greenfield,Himalayan Sub-tropical,803.5,74.06,4,18.515,2006,40,159.2,149.8,55.069,9.992,71.711,957.81,1022.7,0.9,Concrete Gravity,17.5,90.9,0.09,19.06,4.21,295.9,6.87,Surface,1291.1,2198799.8,Francis,0.91,0.974,0.886,4,4,4,23.96,123.3,4,3.2,4.3,2.5,2.7,366.31,0.567,56.7,0.908,7954.1,38.0,23.9,16.8,12.3,13.1,8.9,4774.81,1671.18,82.38,21.46,53.53,29689.44,v1.0,42,synthetic
HP-150,Sardar Sarovar Hydro Project Unit-150,Medium Hydro,run-of-river,Ladakh,Leh,Chenab,Indus Basin,Plain,Refurbishment,Tropical,389.0,67.71,2,33.855,2021,50,130.6,121.3,60.049,7.2,88.476,1385.31,286.8,0.7,Concrete Gravity,7.1,23.3,0.07,12.37,5.2,1052.7,4.55,Underground,1211.7,1833325.0,Francis,0.915,0.963,0.881,2,2,2,43.81,105.4,2,3.7,4.0,2.6,4.4,270.36,0.454,45.4,0.934,8181.8,40.4,24.5,15.4,13.4,13.0,9.9,3795.9,1328.56,76.24,25.2,103.95,27076.13,v1.0,42,synthetic
HP-151,Budhil Hydro Project Unit-151,Medium Hydro,run-of-river,Jammu & Kashmir,Baramulla,Chenab,Indus Basin,Mountainous,Refurbishment,Himalayan Sub-tropical,1175.0,27.93,4,6.9825,2009,40,352.6,327.7,9.585,1.821,13.61,234.17,1097.5,0.4,Concrete Gravity,7.9,51.3,,2.87,10.2,315.8,6.91,Semi-underground,305.0,644752.3,Pelton,0.947,0.971,0.92,4,4,4,9.04,125.0,4,3.0,3.9,2.0,3.0,150.02,0.619,61.9,0.867,7594.9,55.0,32.0,21.7,18.6,16.5,13.5,3354.84,1174.2,86.3,24.42,115.33,23084.58,v1.0,42,synthetic
HP-152,Chutak Hydro Project Unit-152,Medium Hydro,run-of-river,Kerala,Wayanad,Bhavani,Cauvery Basin,Mountainous,Greenfield,Tropical,355.9,81.15,4,20.2875,2007,50,524.5,505.1,18.046,2.112,21.753,318.87,388.3,1.1,Trench Intake,10.1,64.2,0.11,2.22,5.91,612.7,3.39,Semi-underground,677.2,2425176.1,Pelton,0.937,0.956,0.896,4,4,4,26.25,204.0,4,4.1,3.8,4.3,4.1,421.02,0.595,59.5,0.895,7840.2,38.1,21.0,16.3,15.8,13.1,9.0,2393.37,837.68,81.81,25.15,51.17,29885.1,v1.0,42,synthetic
HP-153,Chamera Hydro Project Unit-153,Medium Hydro,storage,Kerala,Pathanamthitta,Bhavani,Cauvery Basin,Hilly,Refurbishment,Himalayan Sub-tropical,1100.3,28.3,4,7.075,2006,50,145.6,137.3,21.844,2.651,28.55,416.2,512.5,17.2,Earthfill,80.4,262.9,2.56,7.57,8.37,196.1,6.93,Surface,311.7,644205.4,Francis,0.934,0.979,0.914,4,4,4,9.16,179.7,4,3.2,1.8,3.2,4.7,152.97,0.61,61.0,0.914,8006.6,59.1,36.5,26.4,23.9,16.7,15.6,6491.65,2272.08,84.49,19.07,78.75,22763.44,v1.0,42,synthetic
HP-154,Ghanvi Hydro Project Unit-154,Medium Hydro,run-of-river,Himachal Pradesh,Mandi,Indus,Indus Basin,Hilly,Greenfield,Himalayan Sub-tropical,2010.7,69.06,2,34.53,2009,35,416.3,388.0,19.173,2.635,24.714,357.34,285.0,0.2,Concrete Gravity,22.9,177.0,0.02,16.79,6.3,442.0,5.72,Underground,912.2,1915519.1,Pelton,0.949,0.969,0.92,2,2,2,44.69,51.0,2,2.7,2.5,1.3,4.2,309.15,0.509,50.9,0.942,8251.9,43.8,27.1,18.5,17.1,12.6,10.2,4576.18,1601.66,77.84,18.4,63.39,27737.03,v1.0,42,synthetic
HP-155,Koyna Hydro Project Unit-155,Medium Hydro,run-of-river,Odisha,Koraput,Indravati,Godavari Basin,Plain,Refurbishment,Himalayan Sub-tropical,1065.5,63.06,4,15.765,2006,35,256.2,240.8,29.88,5.88,37.661,958.74,603.3,1.9,Trench Intake,16.9,64.9,0.19,10.83,7.54,921.7,6.3,Surface,517.0,1670413.3,Francis,0.925,0.976,0.903,4,4,4,20.4,282.7,4,4.0,4.0,4.6,3.3,243.89,0.442,44.2,0.902,7901.5,46.4,28.3,16.6,14.9,13.8,10.0,3767.11,1318.49,75.56,23.35,129.39,26489.27,v1.0,42,synthetic
HP-156,Omkareshwar Hydro Project Unit-156,Medium Hydro,storage,Sikkim,West Sikkim,Lohit,Brahmaputra Basin,Hilly,Refurbishment,Alpine,2843.5,73.08,2,36.54,2012,50,122.8,114.4,70.784,12.398,92.343,2065.89,780.2,19.7,Concrete Gravity,163.7,940.1,3.16,6.85,4.24,1003.8,5.65,Semi-underground,605.3,2017690.3,Francis,0.937,0.954,0.894,2,2,2,47.29,164.6,2,3.3,3.5,4.7,1.8,341.89,0.539,53.9,0.875,7665.0,51.3,31.9,19.9,20.8,17.8,10.7,4200.51,1470.18,76.77,22.01,112.32,27609.34,v1.0,42,synthetic
HP-157,Singoli Bhatwari Hydro Project Unit-157,Medium Hydro,storage,Madhya Pradesh,Jabalpur,Pranahita,Godavari Basin,Hilly,Greenfield,Himalayan Sub-tropical,2072.2,81.43,3,27.1433,2004,40,421.9,389.6,23.254,4.621,33.6,367.36,130.3,35.4,Earthfill,164.4,832.8,2.68,9.49,8.93,357.9,3.41,Underground,1018.4,2289322.7,Pelton,0.943,0.956,0.902,3,3,3,35.13,12.1,3,2.5,1.7,1.9,3.9,341.99,0.478,47.8,0.916,8024.2,70.0,39.7,26.6,25.0,19.4,16.4,4299.76,1504.92,76.92,25.79,37.21,28114.0,v1.0,42,synthetic
HP-158,Allain Duhangan Hydro Project Unit-158,Medium Hydro,run-of-river,Assam,Dima Hasao,Subansiri,Brahmaputra Basin,Plain,Refurbishment,Alpine,2989.6,84.38,3,28.1267,2010,50,259.0,246.4,38.707,7.032,57.375,1097.43,485.2,0.2,Trench Intake,31.2,219.4,0.02,2.06,10.09,571.9,6.68,Underground,696.7,2460259.6,Francis,0.915,0.966,0.884,3,3,3,36.4,240.2,3,3.6,4.6,4.0,2.1,437.04,0.589,58.9,0.906,7936.6,38.6,23.7,17.1,13.4,12.1,11.1,2450.6,857.71,79.38,24.05,74.18,29156.9,v1.0,42,synthetic
HP-159,Tapovan Vishnugad Hydro Project Unit-159,Medium Hydro,run-of-river,Jammu & Kashmir,Kishtwar,Indus,Indus Basin,Plain,Greenfield,Alpine,2796.6,47.04,4,11.76,2022,50,56.2,53.1,104.385,20.838,156.177,2567.94,1080.9,1.9,Trench Intake,24.9,104.7,0.19,6.23,9.27,842.7,2.95,Surface,843.6,1277964.0,Francis,0.911,0.978,0.891,4,4,4,15.22,220.3,4,2.5,2.6,2.6,2.3,251.54,0.608,60.8,0.92,8059.2,60.1,36.9,24.0,25.2,17.0,13.4,3712.14,1299.25,82.81,24.83,84.12,27167.6,v1.0,42,synthetic
HP-160,SVP Sharavathi Hydro Project Unit-160,Medium Hydro,run-of-river,Gujarat,Narmada,Tawa,Narmada Basin,Hilly,Greenfield,Tropical,376.3,44.43,4,11.1075,2018,35,419.8,404.8,12.71,2.484,17.452,200.81,121.2,1.1,Trench Intake,34.4,158.2,0.11,9.3,8.76,986.4,5.1,Semi-underground,617.9,1110358.1,Pelton,0.914,0.95,0.868,4,4,4,14.37,94.5,4,3.6,4.3,2.4,4.1,210.24,0.543,54.3,0.873,7647.5,56.7,36.0,24.5,17.3,16.0,14.2,4492.71,1572.45,77.4,18.02,155.22,24991.18,v1.0,42,synthetic
HP-161,Luhri Hydro Project Unit-161,Medium Hydro,run-of-river,Assam,Dima Hasao,Kameng,Brahmaputra Basin,Plain,Greenfield,Alpine,2961.8,88.61,2,44.305,2015,50,239.8,220.8,45.572,9.074,62.178,1009.53,829.6,2.0,Trench Intake,16.7,94.2,0.2,7.66,8.87,354.8,6.78,Surface,795.1,2538190.7,Francis,0.923,0.974,0.899,2,2,2,57.34,207.0,2,3.4,4.4,1.4,4.5,402.69,0.519,51.9,0.9,7884.0,58.9,33.6,25.4,19.4,18.6,13.9,2914.85,1020.2,77.49,23.11,51.95,28644.52,v1.0,42,synthetic
HP-162,Bassu Hydro Project Unit-162,Medium Hydro,run-of-river,Assam,Karbi Anglong,Subansiri,Brahmaputra Basin,Hilly,Refurbishment,Himalayan Sub-tropical,1939.5,38.47,2,19.235,2020,50,246.0,238.2,18.391,3.104,27.336,517.15,481.7,1.4,Concrete Gravity,24.8,170.8,0.14,19.3,8.55,439.0,5.77,Surface,312.2,962187.4,Francis,0.915,0.954,0.873,2,2,2,24.89,124.2,2,3.4,3.6,4.6,2.1,165.19,0.495,49.5,0.922,8076.7,52.2,30.7,23.5,21.2,14.6,11.1,7431.48,2601.02,81.11,28.23,99.29,25011.37,v1.0,42,synthetic
HP-163,Allain Duhangan Hydro Project Unit-163,Medium Hydro,storage,Tamil Nadu,Central District,Moyar,Cauvery Basin,Plain,Greenfield,Alpine,2435.9,87.79,2,43.895,2021,35,132.1,124.2,81.197,14.62,100.434,1478.22,287.2,9.7,Rockfill,201.8,529.2,1.91,12.12,6.54,721.6,4.62,Semi-underground,702.4,2570148.5,Francis,0.922,0.978,0.902,2,2,2,56.81,114.1,2,3.6,3.2,4.1,3.5,425.58,0.547,54.7,0.907,7945.3,60.6,36.6,22.5,19.1,20.1,13.6,4742.14,1659.75,79.29,22.72,65.39,29276.1,v1.0,42,synthetic
HP-164,Tidong Hydro Project Unit-164,Medium Hydro,run-of-river,Uttar Pradesh,Sonbhadra,Yamuna,Ganga Basin,Plain,Greenfield,Himalayan Sub-tropical,1340.2,44.12,2,22.06,2008,50,256.9,240.3,19.901,3.448,29.824,576.19,271.5,0.8,Concrete Gravity,24.4,135.6,0.08,5.28,9.75,482.2,6.44,Surface,364.4,1058349.5,Francis,0.934,0.952,0.889,2,2,2,28.55,152.0,2,2.2,1.9,1.6,3.2,179.51,0.467,46.7,0.89,7796.4,58.8,33.7,20.6,21.0,20.4,14.0,3389.66,1186.38,74.44,22.04,103.07,23987.98,v1.0,42,synthetic
HP-165,Srisailam Hydro Project Unit-165,Medium Hydro,run-of-river,Madhya Pradesh,Jabalpur,Pranahita,Godavari Basin,Hilly,Refurbishment,Alpine,3034.2,70.56,3,23.52,2005,40,451.1,422.3,18.433,3.469,24.346,497.24,347.9,1.4,Concrete Gravity,9.7,35.2,0.14,9.58,9.15,205.5,6.13,Surface,1063.7,2115068.1,Pelton,0.92,0.968,0.891,3,3,3,30.44,26.6,3,3.5,3.8,1.9,4.7,278.6,0.446,44.6,0.898,7866.5,57.9,36.6,22.0,24.8,20.0,13.9,3535.7,1237.5,83.82,23.08,42.38,29975.45,v1.0,42,synthetic
HP-166,Vishnugad Pipalkoti Hydro Project Unit-166,Medium Hydro,storage,Gujarat,Narmada,Tawa,Narmada Basin,Hilly,Refurbishment,Himalayan Sub-tropical,1643.2,75.78,4,18.945,2021,50,395.9,376.0,23.049,4.024,32.597,669.85,912.1,13.7,Concrete Gravity,155.4,913.2,2.07,19.64,7.66,386.3,2.88,Underground,995.5,2337924.8,Pelton,0.948,0.963,0.913,4,4,4,24.52,189.1,4,2.4,2.8,2.6,1.7,334.79,0.509,50.9,0.929,8138.0,55.6,32.2,20.6,22.8,17.1,12.3,5954.61,2084.11,85.3,20.26,38.94,30851.48,v1.0,42,synthetic
HP-167,Shanan Hydro Project Unit-167,Medium Hydro,run-of-river,Sikkim,South Sikkim,Subansiri,Brahmaputra Basin,Hilly,Greenfield,Himalayan Sub-tropical,1184.1,49.64,4,12.41,2005,40,220.8,213.1,25.349,3.839,31.588,459.1,610.5,0.4,Concrete Gravity,12.5,66.9,0.04,9.49,6.55,1086.8,5.18,Surface,451.1,1291574.1,Francis,0.928,0.975,0.905,4,4,4,16.06,104.2,4,2.4,2.0,2.5,2.8,184.06,0.428,42.8,0.877,7682.5,46.5,29.0,20.5,15.1,12.6,11.5,4017.81,1406.23,78.2,25.85,155.64,26018.82,v1.0,42,synthetic
HP-168,Parbati Hydro Project Unit-168,Medium Hydro,run-of-river,West Bengal,Kalimpong,Teesta,Ganga Basin,Hilly,Greenfield,Tropical,582.2,33.23,4,8.3075,2000,50,160.6,150.3,25.862,4.493,34.404,549.44,608.8,1.5,Barrage/Weir,23.5,156.2,0.15,5.74,5.97,270.8,3.82,Semi-underground,348.0,774622.5,Francis,0.943,0.956,0.902,4,4,4,10.75,77.1,4,3.9,3.8,4.2,3.7,180.48,0.618,61.8,0.913,7997.9,43.4,24.4,15.4,19.5,14.9,10.5,4152.42,1453.35,80.03,18.18,57.36,23310.94,v1.0,42,synthetic
HP-169,Vishnugad Pipalkoti Hydro Project Unit-169,Medium Hydro,run-of-river,Jammu & Kashmir,Anantnag,Sutlej,Indus Basin,Hilly,Refurbishment,Himalayan Sub-tropical,1227.1,73.29,3,24.43,2022,40,166.0,153.6,52.686,8.748,68.307,1115.19,372.2,1.3,Trench Intake,10.5,81.3,0.13,9.27,6.13,251.7,2.57,Semi-underground,1151.0,2145012.5,Francis,0.915,0.961,0.879,3,3,3,31.62,97.4,3,3.8,4.2,3.9,3.3,283.5,0.446,44.6,0.913,7997.9,39.4,24.2,16.2,12.1,13.7,11.4,3384.31,1184.51,81.34,19.17,30.93,29267.46,v1.0,42,synthetic
HP-170,Kishanganga Hydro Project Unit-170,Medium Hydro,run-of-river,Ladakh,Leh,Jhelum,Indus Basin,Plain,Refurbishment,Alpine,2863.9,34.59,4,8.6475,2011,40,268.7,251.0,14.575,2.068,21.562,368.78,75.2,1.2,Concrete Gravity,34.0,151.2,0.12,21.12,4.43,1171.1,3.45,Surface,447.9,827863.1,Pelton,0.931,0.965,0.898,4,4,4,11.19,,4,2.5,1.7,2.8,3.0,157.48,0.526,52.6,0.879,7700.0,52.4,31.9,18.4,23.0,15.8,13.1,8715.58,3050.45,80.8,20.89,160.37,23933.6,v1.0,42,synthetic
HP-171,Kishanganga Hydro Project Unit-171,Medium Hydro,run-of-river,Gujarat,Narmada,Narmada,Narmada Basin,Hilly,Refurbishment,Alpine,2807.5,72.97,2,36.485,2020,35,544.7,522.6,16.214,2.647,24.186,355.24,1138.4,1.8,Trench Intake,26.7,134.6,0.18,14.23,6.27,210.1,6.58,Surface,743.8,2192426.0,Pelton,0.949,0.955,0.906,2,2,2,47.22,220.6,2,4.2,4.7,3.2,4.6,258.78,0.406,40.6,0.927,8120.5,53.8,34.3,22.2,20.6,17.8,11.9,4258.68,1490.54,83.56,26.49,43.62,30045.58,v1.0,42,synthetic
HP-172,Nathpa Jhakri Hydro Project Unit-172,Medium Hydro,run-of-river,Jammu & Kashmir,Baramulla,Sutlej,Indus Basin,Hilly,Refurbishment,Alpine,3024.4,59.45,2,29.725,2020,40,50.7,48.8,138.395,22.251,168.958,2370.88,332.0,1.8,Trench Intake,8.0,45.1,0.18,16.54,9.66,783.5,4.39,Underground,541.0,1587056.6,Francis,0.911,0.975,0.888,2,2,2,38.47,167.6,2,3.4,4.6,1.7,3.9,269.68,0.524,52.4,0.931,8155.6,55.6,33.6,24.0,23.8,14.4,11.9,4788.56,1676.0,77.03,26.25,88.68,26695.65,v1.0,42,synthetic
HP-173,Kishanganga Hydro Project Unit-173,Medium Hydro,run-of-river,Gujarat,Narmada,Narmada,Narmada Basin,Hilly,Refurbishment,Tropical,539.7,32.71,2,16.355,2000,35,257.8,248.2,14.333,2.693,18.854,465.81,996.2,0.3,Barrage/Weir,34.7,143.1,0.03,21.13,5.97,230.1,4.17,Surface,563.7,769064.9,Francis,0.947,0.977,0.925,2,2,2,21.17,,2,2.8,3.5,1.9,3.1,118.63,0.416,41.6,0.92,8059.2,58.4,34.2,21.0,25.5,18.5,17.1,9128.18,3194.86,81.27,24.54,55.52,23511.61,v1.0,42,synthetic
HP-174,Vyasi Hydro Project Unit-174,Medium Hydro,run-of-river,Punjab,Pathankot,Beas,Indus Basin,Hilly,Greenfield,Himalayan Sub-tropical,1891.3,79.1,4,19.775,2008,35,86.1,79.2,113.354,14.955,150.438,3274.64,526.0,1.6,Trench Intake,9.1,70.3,0.16,20.43,6.68,726.8,5.19,Surface,1054.0,2374644.1,Francis,0.943,0.962,0.907,4,4,4,25.59,,4,3.2,3.4,2.8,3.3,375.87,0.549,54.9,0.881,7717.6,60.6,33.4,24.6,26.9,20.7,12.5,4713.75,1649.81,82.48,25.75,77.84,30020.79,v1.0,42,synthetic
HP-175,SVP Sharavathi Hydro Project Unit-175,Medium Hydro,run-of-river,Bihar,Kaimur,Alaknanda,Ganga Basin,Hilly,Greenfield,Himalayan Sub-tropical,1270.1,29.19,2,14.595,2022,40,229.6,214.7,14.618,2.686,21.359,238.85,470.0,0.3,Barrage/Weir,5.4,38.6,0.03,10.33,9.36,643.3,3.2,Semi-underground,437.4,617843.2,Francis,0.922,0.962,0.887,2,2,2,18.89,292.2,2,3.5,2.6,4.1,3.7,152.03,0.591,59.1,0.863,7559.9,48.5,26.7,21.0,19.5,16.4,12.4,5581.65,1953.58,77.27,17.26,103.95,21166.26,v1.0,42,synthetic
HP-176,Bhabha Hydro Project Unit-176,Medium Hydro,run-of-river,Telangana,Bhadradri Kothagudem,Indravati,Godavari Basin,Hilly,Greenfield,Alpine,2631.3,29.2,3,9.7333,2015,40,372.9,354.2,9.018,1.237,11.969,188.25,170.1,0.8,Trench Intake,5.8,25.6,0.08,12.83,4.46,777.0,6.28,Surface,288.4,593395.2,Pelton,0.918,0.978,0.898,3,3,3,12.6,156.0,3,2.3,2.3,1.5,3.2,125.63,0.496,49.6,0.864,7568.6,43.9,28.4,18.7,19.5,13.2,10.2,6367.37,2228.58,74.17,25.81,219.07,20321.75,v1.0,42,synthetic
HP-177,Bassu Hydro Project Unit-177,Medium Hydro,run-of-river,Telangana,Bhadradri Kothagudem,Godavari,Godavari Basin,Mountainous,Greenfield,Tropical,569.8,68.98,3,22.9933,2002,50,87.6,81.8,94.111,15.568,134.64,1770.72,1158.2,1.1,Concrete Gravity,23.3,130.9,,17.37,7.13,287.8,3.95,Semi-underground,1142.3,2000723.4,Francis,0.927,0.977,0.906,3,3,3,29.76,115.4,3,2.9,4.1,2.6,2.0,251.97,0.417,41.7,0.917,8032.9,57.2,32.3,25.0,21.9,19.8,15.9,4756.11,1664.64,81.41,17.2,40.13,29004.4,v1.0,42,synthetic
